topico,titular,fecha_publicada,nr_parrafos,texto
violencia,Municipio refuerza control en espacios públicos tomados por okupas en el centro de Temuco,4 de agosto de 2025,7,La seguridad municipal intensificó su presencia en puntos estratégicos de la ciudad para prevenir y contener situaciones de ocupación irregular de espacios públicos especialmente por parte de grupos que generan incivilidades consumo de alcohol y portaban elementos cortopunzantes La medida busca proteger a peatones y mantener el orden en las calles En respuesta al creciente fenómeno de ocupación irregular de veredas plazas y paraderos del centro de Temuco por parte de grupos okupas la Municipalidad incrementó el despliegue de sus equipos de fiscalizadores con el objetivo de resguardar el uso legítimo de los espacios públicos y prevenir situaciones que causen temor entre los vecinos Uno de los puntos más críticos abordados recientemente fue la Plaza Dagoberto Godoy en las inmediaciones del Hospital Regional donde individuos con armas blancas y con consumo de alcohol en la vía pública se apropiaron de paraderos lo que dificulta el libre tránsito peatonal y alteraba la sensación de seguridad en el sector En el procedimiento los inspectores de la dirección de Seguridad Pública del municipio procedieron a retirar a los sujetos a limpiar el lugar y sacar especies abandonadas que habían sido dispuestas en el paradero de locomoción colectiva ubicado frente al recinto hospitalario La intervención se llevó a cabo con el máximo resguardo con apoyo de Carabineros y sin enfrentamientos en coordinación con otros dispositivos municipales Desde la Dirección de Seguridad Pública recalcaron que la labor fiscalizadora NO está dirigida a personas en situación de calle sino contra quienes generan incivilidades usurpan espacios de tránsito y actúan con violencia poniendo en riesgo la convivencia urbana La proliferación de estas ocupaciones en la vía pública estaría vinculada en parte al plan de recuperación de viviendas okupas por parte del municipio A la fecha durante la actual administración municipal se han desalojado nueve inmuebles tomados ilegalmente de los cuales siete han sido demolidos evitando que vuelvan a convertirse en focos de tráfico incivilidad e inseguridad y los restantes restituidos a sus propietarios El alcalde de Temuco Roberto Neira explicó que como municipio reafirmamos nuestro compromiso con una seguridad pública equilibrada que sea firme frente a las incivilidades pero también responsable con las personas en situación de vulnerabilidad Nuestros fiscalizadores están trabajando para recuperar espacios públicos tomados por okupas que generan temor violencia o desorden sin criminalizar ni estigmatizar a quienes atraviesan situaciones difíciles Temuco merece espacios seguros pero también una intervención social con sentido humano finalizó
violencia,Municipalidad de Temuco inhabilita vivienda que por años estuvo tomada por narcotraficantes en Las Quilas,22 de julio de 2025,10,En una operación liderada por Carabineros y coordinado con la Municipalidad de Temuco se logró terminar con un problema que durante años afectó la calidad de vida de los vecinos de la población Las Quilas La vivienda inhabilitada fue usurpada en reiteradas ocasiones por distintas bandas de narcotraficantes Una histórica intervención policial y municipal se vivió este miércoles en la población Las Quilas de Temuco Luego de una serie de denuncias vecinales investigaciones policiales y cinco allanamientos en los últimos seis años una vivienda utilizada por narcotraficantes fue finalmente recuperada e inhabilitada por orden de sus legítimos dueños con apoyo del municipio El procedimiento fue liderado por Carabineros del OS en coordinación con la Fiscalía Local de Temuco tras obtener una orden de ingreso y registro judicial En el operativo fueron detenidos dos hombres con antecedentes judiciales se incautó droga un arma de fuego y se encontró a un menor de años con encargo por presunta desgracia quien fue puesto a disposición del Juzgado de Familia Carabineros del OS de Temuco a raíz de una investigación que dirigía el Ministerio Público se logró la orden de ingreso registro y detención de una casa habitación que se encuentra aquí en el sector de Las Quilas que presentaba un foco permanente para los vecinos de incivilidades pero también de tráfico de drogas de manera permanente explicó el general Patricio Yáñez jefe de Zona de Carabineros Araucanía El inmueble había sido intervenido en al menos cinco oportunidades por Carabineros y la Policía de Investigaciones Sin embargo tras cada detención otras personas regresaban a ocupar la vivienda impidiendo que sus propietarios pudieran recuperarla definitivamente El alcalde de Temuco Roberto Neira señaló que efectivamente aquí hubo denuncia de parte de los vecinos del sector Las Quilas que esto se producía venta de drogas mucha problemática a los vecinos y vecinas Carabineros comunitarios tomaron esta denuncia y eso hay que destacarlo Hoy se logra esta detención de dos personas que no tenían domicilio en Temuco que tenían orden de detención por tribunales de Santiago además había un menor de edad en su interior se encuentran drogas se encuentra armamento Una vez terminado el procedimiento policial y tras trámites de funcionarios de la dirección de Seguridad Pública lograron obtener la autorización formal de los dueños de la propiedad para que los equipos de la dirección de Medioambiente Aseo y Ornato junto a Operaciones del municipio procedieran a la inhabilitación de una vivienda que por muchos años sembró terror en la población Las Quilas Esto es algo muy importante para nosotros como municipio poder recuperar la tranquilidad de los espacios y de los barrios principalmente en nuestra comuna de Temuco agregó Neira Por su parte el seremi de Seguridad Pública de La Araucanía Israel Campusano valoró la acción como un golpe concreto a las estructuras criminales Finalmente este barrio había sufrido por mucho tiempo hechos de violencia de inseguridad y hoy gracias a la coordinación que hace Carabineros un trabajo investigativo y la cooperación de la municipalidad dirigido todo por el Ministerio Público se puede definitivamente terminar con este foco de riesgo La inhabilitación del inmueble fue posible gracias a una estrategia coordinada entre vecinos Carabineros el Ministerio Público y la Municipalidad de Temuco que ya trabaja en un plan de recuperación de espacios públicos y seguridad comunitaria
turismo,Municipio de Temuco invita a participar en el primer concurso de decoración navideña de vitrinas y galerías comerciales,26 de noviembre de 2025,8,Con el objetivo de fomentar la creatividad y el espíritu navideño entre el comercio local promoviendo la decoración original y atractiva de vitrinas y galerías que inspiren alegría y celebren la Navidad la municipalidad de Temuco a través de su Dirección de Turismo Patrimonio y Cultura ha impulsado el concurso Sueña Navidad La iniciativa que fue lanzada oficialmente en la Galería Massmann junto al coro de la Escuela Artística Armando Dufey Blanc busca incentivar a los locales comerciales a decorar sus vitrinas de forma visible al público llenando de luz y color la ciudad y otorgando interesantes premios en dinero para quienes resulten ganadores Para participar se han establecido cuatro categorías donde destacan grandes tiendas yo retail restaurant y cafeterías comercio minorista y galerías comerciales Quienes participen deben contar con un local comercial físico con vitrina al público en la ciudad de Temuco o representar a una galería comercial El concurso comprende solo vitrinas visibles para el público a excepción de las galerías que podrán participar con un espacio en común Con respecto a la iniciativa el alcalde de Temuco Roberto Neira dijo que hacemos un llamado a todos los locales para que puedan decorar sus vitrinas Nosotros vamos a premiar a aquellos que fueron más creativos e hicieron alusión a la Navidad en sus vitrinas Estaremos recibiendo las fotografías hasta el de diciembre y esperamos que se sume todo el comercio establecido de nuestra comuna de Temuco para que tengamos un hermoso ambiente navideño enfatizó el jefe comunal Por su parte Gustavo Valenzuela presidente de la Cámara de Comercio Servicios y Turismo dijo que esta es una gran iniciativa que estamos realizando junto a la municipalidad de Temuco y las cámaras de comercio locales Esta es una iniciativa inédita es primera vez que se hace este tipo de concurso donde pueden participar los grandes comercios los medianos los pequeños las cafeterías y las galerías comerciales Este es un incentivo para que el comerciante atraiga clientes con vitrinas hermoseadas producto de las festividades de fin de año y también atraer al público al consumidor que hoy está buscando lugares más seguros destacó Valenzuela En tanto Raquel Muñoz directora de la Cámara de Comercio Detallista señaló que este concurso es una gran iniciativa para todo nuestro comercio detallista Nosotros tenemos cerca de mil locales con vitrinas entonces es una oportunidad para dar más alegría y mover un poco más nuestro centro de Temuco destacó Los premios por cada categoría son de mil pesos para el primer lugar mil pesos para el segundo lugar y mil pesos para el tercer lugar Para participar se debe completar un formulario disponible enwwwdestinotemucocly enviar la fotografía de la vitrina o del espacio dispuesto en la galería comercial Posterior a eso un jurado evaluará cada propuesta y podrá visitar cada espacio con la finalidad de verificar la información enviada El plazo para enviar todos los antecedentes es hasta el de diciembre difundiéndose los resultados desde la semana del de diciembre a través de las redes sociales de la Dirección de Turismo Patrimonio y Cultura de la municipalidad de Temuco Para revisar todos los detalles del concurso los interesados pueden revisar las bases en la página web antes señalada Importante es señalar que puede participar todo el comercio de comuna
turismo,El pasacalle Océano cautivó a miles en Temuco con una ballena gigante que recorrió los barrios de la ciudad,24 de noviembre de 2025,8,Una gigantesca ballena de metros y decenas de peces coloridos llenaron de vida y asombro los barrios de Pedro de Valdivia y Costanera del Cautín los días y de noviembre durante la realización del pasacalle Océano Los peces inundan la ciudad una experiencia artística que cautivó a más de mil personas en la capital regional El espectáculo que por primera vez llegó a estos macrosectores fue impulsado por la Municipalidad de Temuco a través de su Dirección de Turismo Patrimonio y Cultura con el objetivo de descentralizar la cultura y llevar el arte a los territorios promoviendo la participación ciudadana en los espacios públicos Me quedo con la alegría de las familias de ver los rostros de niños niñas e incluso de los papás disfrutando un evento cultural de esta magnitud Nuevamente llevamos la cultura a los barrios esta vez fue el turno de Pedro de Valdivia y Costanera del Cautín mañana será Labranza Pueblo Nuevo Lo importante es que nuestros macrosectores sientan que su municipio toca las puertas con alegría con cultura y entretención porque las familias de todos los sectores merecen eventos de alta calidad expresó el alcalde de Temuco Roberto Neira Aburto La comunidad también se mostró profundamente emocionada así lo expresó Viviana Carrasco vecina del sector Pedro de Valdivia quien destacó el impacto que tuvo el espectáculo en su comunidad y especialmente en los más pequeños Fue una experiencia muy linda algo realmente hermoso para los niños Ojalá se vuelva a repetir porque estamos muy contentos de haber vivido esto en nuestro barrio A su vez Ana Fonseca Riquelme dirigente de la Junta de Vecinos de Villa Langdon comentó que por primera vez vemos un espectáculo de estas características en nuestra villa Estamos muy agradecidas de nuestro alcalde Hoy hubo un gran número de vecinos y vecinas que vinieron a disfrutar de esta actividad que además promueve la conciencia ambiental Por su parte Loreto Gaete directora de la Dirección de Turismo Patrimonio y Cultura de la Municipalidad de Temuco destacó la conexión que se generó entre la obra y la comunidad así como la actitud ejemplar de los asistentes Se vivió una jornada realmente emotiva y significativa La comunidad no solo disfrutó de un espectáculo visualmente impactante sino que también abrazó con mucha conciencia el mensaje que buscaba transmitir la importancia de cuidar nuestros ríos mares y cada espacio que habitamos Fue hermoso ver cómo las personas se apropiaron del evento con respeto dejando los espacios limpios y mostrando una actitud de cuidado que refleja un compromiso real con el entorno Esta respuesta nos inspira a seguir acercando la cultura a todos los territorios Desde la producción de la obra Juan Ibáñez director artístico deOcéano destacó la cálida recepción del público Estamos muy contentos El espectáculo tiene un componente estético que genera empatía sobre todo con los más pequeños Nuestro objetivo es transformar la calle en un océano y eso ocurrió Agradecemos a la Dirección de Turismo Patrimonio y Cultura de la Municipalidad de Temuco por valorar esta iniciativa e invitarnos a compartir este trabajo en la ciudad La obra narró la historia de un náufrago que tras perderse en el mar se autoproclamó rey de la Plastierra una isla flotante de residuos plásticos Sin embargo al descubrir la belleza del ecosistema marino renunció a su reinado y emprendió una cruzada por la protección del océano A través de esta puesta en escena visual y emotivaOcéanologró transmitir un mensaje claro cuidar el planeta es responsabilidad de todos
turismo,Temuco Vibra presenta la obra Ecos de un caminante onírico,17 de noviembre de 2025,6,En el marco del programa Temuco Vibra impulsado por la Dirección de Turismo Patrimonio y Cultura el próximo de noviembre a las horas se presentará en el Centro Cultural Galo Sepúlveda la obra Ecos de un caminante onírico desarrollada por Plataforma Azul un destacado colectivo artístico de La Araucanía Esta propuesta escénica invita a las y los espectadores a vivir una experiencia inmersiva y sensorial donde se combinan distintos lenguajes escénicos y visuales para construir un relato que conecta la corporalidad con la tecnología proponiendo una mirada sensible sobre el modo en que habitamos el mundo digital Según Kattya Soto directora de la obra la propuesta busca transmitir una mirada poética pero también crítica sobre la era digital y los efectos sobre nuestra sensibilidad sobre la identidad y sobre los vínculos humanos Por otro lado también la obra invita a detenerse a reconectar con el cuerpo la presencia y también a reflexionar sobre como la hiperconectividad puede generar desconexión emocional y perdida de lo esencial Soto agrega que Ecos se presenta como un recorrido emocional y simbólico desde lo sonoro y lo corporal destacando la importancia de volver a lo esencial en medio del constante flujo tecnológico que caracteriza la vida contemporánea La invitación es a disfrutar de esta instancia artística que forma parte de las diversas actividades culturales que promueve la Municipalidad de Temuco a través de su Dirección de Turismo Patrimonio y Cultura Las entradas son gratuitas y se pueden reservar enwwwdestinotemucocl
turismo,Cultura viva en el centro de Temuco Arte Fest celebra el arte local con una jornada gratuita en la Plaza Aníbal Pinto,5 de noviembre de 2025,6,La Dirección de Turismo Patrimonio y Cultura de la Municipalidad de Temuco a través de la Galería Municipal de Arte en colaboración con La Casa del Arte invitan a la ciudadanía a participar en Arte Fest actividad gratuita que se desarrollará el próximo viernes de noviembre entre las y horas en la Plaza Aníbal Pinto de la ciudad Entre las principales actividades destaca el concurso de pintura en vivo que se llevará desde las horas donde participantes crearán obras originales las cuales serán evaluadas mediante votación popular Se premiará a los tres primeros lugares con giftcards de regalo por y cortesía de La Casa del Arte Al respecto el alcalde de Temuco Roberto Neira destacó que esta iniciativa refleja nuestro compromiso de acercar la cultura a todos los rincones de la ciudad generando espacios de encuentro donde la comunidad pueda disfrutar crear y reconocer el talento de nuestros artistas locales a través de una variada programación que incluirá concursos talleres demostraciones y presentaciones artísticas La jornada también contará con la presentación de la Orquesta del Colegio Alonso de Ercilla dirigida por el profesor Héctor Sánchez que ofrecerá un concierto de música docta interpretado por cerca de jóvenes músicos de la comuna Además se desarrollarán workshops artísticos guiados por destacados artistas regionales como Rodrigo Díaz Loredanne Fabián Pinilla y Daniel Bernal quienes impartirán talleres de ilustración acuarela y pintura acrílica Se invita a toda la comunidad a asistir y ser parte de esta jornada que incluirá una ruleta de premios al instante y un punto de votación ciudadana para determinar al ganador del día Una oportunidad única para disfrutar del arte reconocer el talento local y compartir en un espacio cultural abierto para todos
turismo,Encuentro Regional de Danzas Folklóricas Latinoamericanas reunirá a destacados elencos en Temuco,17 de octubre de 2025,6,El Liceo Técnico Profesional Carlos Condell de la Haza en colaboración con la Dirección de Turismo Patrimonio y Cultura de la Municipalidad de Temuco invita a la comunidad a participar del Encuentro Regional de Danzas Folklóricas Latinoamericanas una instancia que reunirá a destacados elencos y agrupaciones del país y del extranjero Fernando Vega director de la Agrupación Folklórica Carlos Condell de Temuco señaló que en el marco de la conmemoración de los años de trayectoria artística de nuestra agrupación hemos querido generar un espacio de intercambio y proyección de la danza folklórica latinoamericana en un escenario tan importante como el Teatro Municipal de Temuco Esto permitirá fortalecer el intercambio entre distintos elencos y presentar un espectáculo de primer nivel Por su parte Loreto Gaete directora de la Dirección de Turismo Patrimonio y Cultura de la Municipalidad destacó este tipo de iniciativas que buscan no solo visibilizar el trabajo de las diferentes agrupaciones que existen en la región sino que también posicionan a la ciudad de Temuco como un punto de encuentro donde convergen y se valoran propuestas folclóricas todas con una destacada trayectoria El encuentro contempla dos grandes momentos una etapa de formación artística que incluirá talleres técnicos para los bailarines participantes dictados por profesores de reconocida trayectoria nacional e internacional con contenidos enfocados en danzas de Rapa Nui Malambo Argentino didáctica del folklore y danzas venezolanas y una etapa de espectáculo abierta a la comunidad que reunirá a importantes elencos folklóricos como el Ballet Folklórico Municipal de Carahue BAFCA Eluney de Curacautín Ballet Folklórico Magia Chilena Ballet Folklórico Municipal de Temuco BAFOTE y el Ballet Municipal del Lago Pucón Asimismo la jornada contará con la participación especial del Campeón Nacional Argentino de Malambo Laborde y del Coro Infanto Juvenil de Villarrica reconocido por sus colaboraciones con artistas como Santaferia Ana Tijoux Flor de Rap Macha y el Bloque Depresivo Movimiento Original Chystemc Mamma Soul Portavoz y De Kiruza entre otros El Encuentro Regional de Danzas Folklóricas Latinoamericanas se realizará el domingo de octubre a las horas en el Teatro Municipal de Temuco Camilo Salvo invitando a toda la comunidad a ser parte de esta celebración que rinde homenaje a la diversidad la tradición y la riqueza cultural del continente
turismo,Copas bandejas camas y destreza Temuco celebró su clásica Corrida de Garzones y Garzonas y agregó nueva competencia,15 de octubre de 2025,12,Ni la lluvia detuvo a los competidores y competidoras de la tradicional Corrida de Garzones y Garzonas evento organizado por la Dirección de Turismo Patrimonio y Cultura de la municipalidad de Temuco que el sábado recién pasado convocó a más de representantes del rubro gastronómico Pasado las de la mañana el frontis del municipio local se transformó en un escenario donde garzones y garzones mostraron toda su habilidad y destreza al trasladar una bandeja con una copa y una botella de vino Fueron metros de emoción en una competencia que captó la atención del público que a esa hora transitaba por el centro de la ciudad y que además contó con el apoyo de la familia de los competidores y de los trabajadores de los restaurantes que se inscribieron en la carrera El garzón más rápido en la categoría a años fue Bryan Garrido Fuentealba de Tanuki seguido por Felipe Ríos Ríos del Bar Klein y por José Cárdenas de Las Muñecas del Ñielol En la categoría hombres años y más el primer lugar lo obtuvo Juan Fuentes Coronado del restaurant INN el segundo lugar fue para Juan Sobarzo Parra de El Corralero y el tercer lugar quedó en manos de Henry Bustos Sepúlveda del restaurant De Lechón a Salmón Por su parte en la categoría damas toda edad la ganadora fue Melissa Ortiz Neira de Chili Peppers mientras que el segundo lugar quedó en manos de Nikole Oketos de Marriet Centro y el tercer lugar fue para Vanesa Arévalo Gallegos de Marriet Martín Lutero Los ganadores de cada categoría recibieron y para el primer segundo y tercer lugar respectivamente Bryan Garrido ganador de la categoría hombres entre y años dijo que me parece un lindo espacio para poder competir y representar nuestro rubro Me pareció bien llamativo y lo bueno es que se hace una vez al año fue una linda experiencia así que muchas gracias al municipio señaló Por su parte el ganador del primer lugar en la categoría hombres años y más Juan Fuentes Coronado agradeció la posibilidad de mostrar sus destrezas en público más aún con una botella y una copa de vino A lo anterior la ganadora de la categoría mujeres Melissa Ortiz Neira agregó que me siento super orgullosa de ser garzona vine con mentalidad de ganadora y mis compañeros de trabajo me ayudaron a entrenar y me motivaron para que viniera a ganar Primera competencia de camareras Además de la carrera de garzones y garzonas este año se realizó por primera vez una competencia de camareras donde competidoras y competidor pusieron a prueba su rapidez y precisión para hacer una cama de dos plazas en el menor tiempo posible cumpliendo con las exigencias de orden limpieza y presentación Fue una jornada llena de alegría trabajo en equipo y profesionalismo que dejó el primer lugar en manos de Yenia Vidal Vidal del hotel Best Western Ferrat mientras que el segundo lugar fue para Caren Canuimil Curapil del hotel Don Eduardo y el tercer lugar fue para Yocelyn Paillacoy Aninao del hotel Holiday Inn Esta competencia también otorgó premios en dinero de y mil pesos para los tres primeros lugares Yenia Vidal ganadora y representante del hotel Best Western Ferrat dijo que esta actividad me pareció maravillosa es primera vez que participó en algo así aunque el clima no nos acompañó mucho pero creo que fue una experiencia increíble Finalmente la directora de Turismo Patrimonio y Cultura Loreto Gaete dijo que estamos muy contentos las condiciones climáticas no fueron las mejores pero las ganas y el esfuerzo que pusieron todos para que esto saliera bien fue realmente maravilloso Ambas actividades formaron parte de una iniciativa impulsada por la Dirección de Turismo Patrimonio y Cultura con el fin de fortalecer el turismo reconocer el trabajo de quienes integran el sector gastronómico y hotelero y ofrecer un panorama a la comunidad local y visitantes
turismo,Tradicional corrida de garzones y competencia de camareras se realizará este sábado de octubre en Temuco,9 de octubre de 2025,9,Tras el éxito del Temuco se prepara para recibir nuevamente la tradicional Corrida de garzones y garzonas a la que este año se suma la primera Competencia de camareras y camareros Ambas actividades se desarrollarán este sábado de octubre desde las horas en calle Arturo Prat frente a la Municipalidad de Temuco prometiendo entretención destreza y una vitrina para el mundo gastronómico y hotelero de la comuna La Carrera de garzonas y garzones comenzará a las horas y contempla un circuito de aproximadamente metros donde los participantes deberán trasladar una bandeja con una copa y una botella de vino por la calle Arturo Prat entre Claro Solar y Antonio Varas para luego regresar y cruzar la meta en el frontis del municipio En esta carrera habrá categorías varones entre y años varones de años y más y mujeres toda edad Por su parte la Competencia de camareras y camareros tiene sólo una categoría general y comenzará a las horas Aquí se pondrá a prueba la rapidez y precisión de los trabajadores del rubro hotelero donde deberán armar una cama de dos plazas en el menor tiempo posible cumpliendo con las exigencias de orden limpieza y presentación Los ganadores de cada categoría recibirán y para el primer segundo y tercer lugar respectivamente Respecto a la actividad el alcalde de Temuco Roberto Neira dijo que estamos muy entusiasmados con esta iniciativa porque el año pasado participaron muchas personas como competidores y público en general Este año quisimos sumar a los hoteles a través de una competencia de camareras porque reconocemos el aporte de ambos rubros gastronómico y hotelero a la economía local y además es una instancia de vinculación que nos permite fortalecer el turismo en la comuna señaló el jefe comunal Estas actividades forman parte de una iniciativa impulsada por la municipalidad de Temuco a través de su Dirección de Turismo Patrimonio y Cultura con el fin de fortalecer el turismo reconocer el trabajo de quienes integran el sector gastronómico y hotelero y ofrecer un panorama a la comunidad local y visitantes Importante es destacar que la inscripción de los competidores ya está cerrada en todas las categorías teniendo representantes del restaurant In Rapa Nui Criollito de Armando Carnivo Las Muñecas del Ñielol Club Radical Mr Sushi Club Café Marítimo Tanuki Infame Klein Cafetería Austral Farolito SchopDog Hotel Frontera Hotel Nicolás Casa Birra Marriet Premiun El Corralero De lechón a salmón Steak Out ChiliPeppers Gohan Infame y Del Maggio Por su parte en la Competencia de camareras y camareros habrá representantes del hotel Don Eduardo Diego de Almagro Luanco Frontera y Ferrat Para quienes deseen asistir al evento desde las horas habrá baile entretenido concursos y sorpresas para animar el ambiente apoyar a los competidores y disfrutar de un panorama familiar lleno de energía talento y diversión
turismo,Día de la Música Caro Carmenere presenta Mares en el Centro Cultural Galo Sepúlveda,26 de septiembre de 2025,8,En el marco de la cartelera cultural Temuco Vibra y de la celebración del Día de la Música la Municipalidad de Temuco a través de su Dirección de Turismo Patrimonio y Cultura invita a la comunidad a participar del lanzamiento del nuevo single Mares de la cantautora local Caro Carmenere La actividad se desarrollará el sábado de octubre a las horas en el Centro Cultural Galo Sepúlveda con un espectáculo que entrelazará música poesía performance artes escénicas y Ülkantun El alcalde de Temuco Roberto Neira destacó que la programación de Temuco Vibra ha permitido ofrecer a la comunidad una variada y exitosa cartelera cultural Estamos muy orgullosos de seguir apoyando a nuestros artistas locales y de brindar espacios gratuitos y de calidad que acercan la música y las artes a la ciudadanía y fortalecen nuestra identidad cultural señaló La propuesta de Caro Carmenere busca generar una experiencia íntima y conmovedora conectando arte identidad y territorio La artista guitarrista y cofundadora de la Agrupación Cultural Colectiva Temúsicas ha desarrollado una trayectoria que abarca la interpretación de música brasileña la musicalización de obras de teatro y la participación en proyectos vinculados a mujeres y disidencias en la escena local En esta ocasión se presentará en vivo junto a su banda acompañada por la destacada cantante Soffiabe y el prestigioso Ensamble Auftakt conformado por Carolina Oyarzo Natalia Cantero y Denisse Cantero Además de la lamgen María Celia Sandoval junto a la performance en danza de Daniela González Respecto al significado de su nuevo single la artista comentó que El single en sí en cuanto a la letra intenta transmitir lo que significa para mí mi abuela como en un sentido de una persona que contiene la sabiduría de mi familia una mujer mapuche también que cumple un rol en su comunidad Además contará con la participación especial de la poeta y gestora cultural Carolina Quijón quien estará a cargo de la poesía y animación de la jornada aportando una atmósfera profunda y territorial que conecta cuerpo palabra y paisaje Con acceso gratuito las entradas estarán disponibles mediante reserva previa enwwwdestinotemucocl Reserva tus entradashttpsdestinotemucoclpanoramaid Instagram de la artista carocarmenere
turismo,Municipio de Temuco premió a los ganadores del XIV Concurso de fotografía Postales de cocina,22 de septiembre de 2025,8,En la Galería de Arte de la Plaza Aníbal Pinto se realizó la ceremonia de premiación del XIV Concurso de fotografía Postales de cocina ocasión en la que el concejal de Temuco Mario Jorquera junto a la directora de Turismo Loreto Gaete entregaron los premios y reconocimientos a los primeros lugares y menciones honrosas de este concurso obras que reflejan la creatividad el talento y la mirada única de sus autores quienes lograron transmitir a través de la fotografía la esencia y el valor cultural de la cocina en La Araucanía El concurso fue organizado por el municipio de Temuco a través de la Galería de Arte y en su décimo cuarta versión recibió un total de obras provenientes de comunas de La Araucanía donde se encuentran Angol Cholchol Collipulli Cunco Curacautín Ercilla Freire Gorbea Lautaro Loncoche Lonquimay Nueva Imperial Padre Las Casas Pitrufquén Pucón Temuco Teodoro Schmidt Toltén Victoria Vilcún y Villarrica En la ocasión el concejal Mario Jorquera expresó que la fotografía refleja el instante preciso de ese minuto que no va a ser otro y que el municipio de Temuco a través de su Dirección de Turismo Patrimonio y Cultura pueda incentivar este tipo de iniciativas es de suma importancia Ya son años de este concurso y la temática hoy fue diferente reflejando el sentir de la ciudadanía el sentir de la cocina donde se reúne toda la gente en el hogar a tomar desayuno almorzar y preparar los alimentos así que sólo felicitar la iniciativa y a todos los y las participantes señaló el concejal En su décimo cuarta versión el concurso entregó al primer lugar a Camilo Tapia Angol el segundo lugar a Patricio Saavedra Temuco y el tercer lugar a Javiera Campos Temuco Los ganadores obtuvieron mil pesos mil pesos y mil pesos respectivamente además de seleccionar cuatro menciones honrosas que quedaron en manos de Gissel Pozo Jennyfer Antilao Rodrigo Leiva y Tomás Cienfuegos quienes obtuvieron mil pesos de premio El segundo lugar de este concurso Patricio Saavedra dijo que me parece super interesante que el municipio se preocupe de los temas culturales y la fotografía también es parte de eso Yo ya había participado de este concurso antes obteniendo algunos lugares Esta vez obtuve el segundo lugar con una fotografía antigua que muestra cuando bañaba a mi hijo en la cocina señaló el concursante respecto a su obra Por su parte Javiera Campos que obtuvo el tercer lugar del concurso dijo que es primera vez que participo de un concurso de fotografía y estoy muy feliz de poder retratar una realidad que es tan cotidiana y común donde la mayoría de las personas que vivimos en el sur hemos visto a nuestros abuelos mamás papás tomando once con algún invitado extra que puede ser un pollito un gatito o un perrito así que feliz y agradecida El jurado este año estuvo compuesto por la destacada gestora cultural Elizabeth Brandt por el fotógrafo profesional Mauricio Ascencio y por José Rojas periodista y representante de la Municipalidad de Temuco quienes tuvieron la compleja tarea de evaluar la calidad técnica estética y conceptual de las obras presentadas Finalmente destacar que en total se eligieron fotografías para integrar la exposición oficial del concurso que podrá ser visitada en la Galería de Arte de la plaza Aníbal Pinto hasta el de octubre de
turismo,Niños y niñas celebran el Mes de la Patria en el Primer Encuentro de Agrupaciones Folclóricas Infantiles en Temuco,15 de septiembre de 2025,9,Más de bailarines y bailarinas darán vida a este encuentro representando a las comunas de Temuco Lautaro Traiguén Nueva Imperial Villarrica Vilcún Collipulli y Victoria en una jornada que celebra el folclore infantil y las raíces culturales del sur de Chile Con motivo de las celebraciones del Mes de la Patria Temuco será el escenario del Primer Encuentro de Agrupaciones Folclóricas Infantiles una actividad abierta a toda la familia que es impulsada por la Dirección de Turismo Patrimonio y Cultura de la Municipalidad de Temuco en colaboración con la Mesa Local del Folclor Esta instancia reunirá a niños y niñas de distintas comunas de la Región de La Araucanía quienes se subirán al escenario para compartir lo mejor de nuestras tradiciones El evento se llevará a cabo el sábado de septiembre a partir de las horas en el Teatro Municipal Camilo Salvo de Temuco La entrada es gratuita y las invitaciones pueden ser retiradas en el mismo teatro o en la Oficina de Información Turística ubicada en la Plaza Aníbal Pinto El alcalde s de Temuco Ricardo Toro extendió una cordial invitación a la comunidad a ser parte de esta significativa celebración del folclor infantil Invitamos a todas las familias a sumarse a este encuentro que pone en valor nuestras tradiciones y el talento de niñas y niños de la región La jornada contará con la participación de destacadas agrupaciones folclóricas infantiles provenientes de diferentes comunas cada una aportando con su identidad y riqueza cultural Será una verdadera fiesta de nuestras raíces Estamos felices de participar en este encuentro en Temuco Para nosotros como agrupación de Villarrica es un orgullo poder representar a nuestra comuna y compartir escenario con otras agrupaciones que al igual que nosotros trabajan con tanto compromiso desde la infancia Este tipo de instancias no solo promueven nuestras tradiciones también fortalecen los lazos entre territorios expresó Damary Kunz San Martín directora de la Agrupación Folclórica Ritmo y Pasión Desde Temuco participarán la Escuela de Cueca Senderos de Labranza el Ballet Folclórico Nuestras Raíces el Ballet Folclórico Infantil de Temuco la Agrupación Folclórica y Cultural Pasión Chilena de Labranza el Ballet Folklórico Frutos de la Araucanía el Semillero Ballet Folclórico de Labranza y la Agrupación Raíces de Tromen Lafquén También dirán presente agrupaciones de otras comunas de La Araucanía como el Ballet Folclórico Antukimey de Traiguén el Ballet Folclórico de Pillanlelbún de Lautaro la Academia y Conjunto Folclórico Raíces de la Cueca de Nueva Imperial y la Agrupación Folclórica Ritmo y Pasión de Villarrica Desde Vilcún llegará la Agrupación Folclórica a los pies del Llaima desde Collipulli el Ballet Folclórico Madrigal y desde Victoria la Agrupación Quino Folklor Desde la organización se extiende la invitación a toda la comunidad temuquense y regional a participar de este evento familiar que celebra el folclor desde la niñez y promueve la identidad cultural del territorio
